appId,content,stars,at,thumbsUpCount
payflow,"When it works the transfer arrives within minutes, which is impressive.",5,2025-06-20,7
payflow,Fees are not shown until after the transfer is authorised.,1,2026-04-10,0
nimbus,"Two devices, two different versions of the same note, no warning which is newer.",1,2025-09-02,0
fittrack,Export produces a file that no other fitness app will read.,1,2026-04-08,10
nimbus,Clean interface and it stays out of the way when I am writing.,5,2026-03-23,3
nimbus,No autosave means one crash costs me a whole meeting's notes. On top of that i was charged for a yearly plan straight after the trial with no reminder.,1,2025-05-05,1
fittrack,I screenshot my stats each month because there is no proper export. Rating will go up when it is fixed.,2,2025-09-27,5
nimbus,Lost an hour of writing when the app crashed without saving. But my notes stopped syncing between my laptop and my phone three days ago.,1,2026-02-02,0
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded.",3,2025-05-30,0
nimbus,"Simple, quick and does exactly what I need day to day.",5,2025-07-08,7
fittrack,Pace readings jump around wildly and ruin the whole activity. But i screenshot my stats each month because there is no proper export.,1,2025-02-14,7
fittrack,There is no way to get my own data out in a usable format.,2,2025-08-13,0
payflow,Account locked for a security check with no way to speak to anyone.,1,2026-03-22,0
fittrack,Been using it for two years and the history view is excellent.,5,2026-02-21,0
fittrack,The training plans are genuinely well designed and easy to follow. Nobody seems to be looking at it.,4,2026-04-28,3
nimbus,I have taken to copying important notes into a plain text file as a backup.,1,2026-03-05,3
payflow,Money disappeared for six days before reappearing with no message.,2,2025-05-28,5
nimbus,The app closed itself and my unsaved draft was simply gone. Also i have taken to copying important notes into a plain text file as a backup.,1,2025-04-27,5
payflow,Support has not replied to my ticket in three weeks.,2,2025-08-09,2
payflow,The exchange rate at confirmation is worse than the one advertised.,1,2025-02-16,3
nimbus,Recovered nothing after the update wiped my most recent entries.,1,2025-12-08,1
payflow,Money disappeared for six days before reappearing with no message. On top of that no phone number anywhere for an issue involving actual money. Very frustrating.,1,2025-12-15,1
nimbus,My notes stopped syncing between my laptop and my phone three days ago. Otherwise a decent app.,1,2025-07-04,0
payflow,Transfer failed but the money left my account and has not come back.,1,2025-03-09,0
fittrack,"Tracking a one hour walk drains forty percent of my battery. On top of that i export from the watch app and import here manually, which is ridiculous.",1,2025-05-11,1
payflow,I compare against another provider before every transfer now.,2,2025-10-16,0
nimbus,Tags are useless because search ignores them completely.,2,2025-03-26,16
payflow,Stuck in an endless identity verification loop that never completes.,1,2025-08-12,0
nimbus,"Searching only matches titles, never the body, so I scroll manually instead.",2,2025-06-04,21
fittrack,I keep a power bank in my pocket now just to finish a long ride.,2,2026-01-05,3
payflow,Sent a payment that shows as pending five days later with no explanation. And then uploaded my documents four times and each time it asks again.,1,2025-08-11,0
payflow,The chat bot loops back to the same articles and there is no human option.,3,2026-02-12,0
payflow,Sent a payment that shows as pending five days later with no explanation. But support has not replied to my ticket in three weeks.,2,2026-06-20,0
fittrack,Workouts on my watch never make it into the phone app.,2,2025-08-18,6
nimbus,Tags are useless because search ignores them completely.,2,2025-03-23,0
fittrack,"Great app for keeping a streak going, the reminders work well.",5,2025-09-04,0
payflow,Sent a payment that shows as pending five days later with no explanation. Happens on both my devices.,1,2026-04-06,0
nimbus,"Best note app I have used, genuinely fast to open.",5,2025-10-14,22
payflow,The chat bot loops back to the same articles and there is no human option.,2,2025-10-13,6
nimbus,Love the markdown support and the keyboard shortcuts. Otherwise a decent app.,4,2025-08-10,0
nimbus,Sync silently fails and I only notice when a note is missing at work.,1,2025-11-13,0
nimbus,"Two devices, two different versions of the same note, no warning which is newer. On top of that i now write everything in another app first and paste it in, which defeats the point. Genuinely considering switching.",2,2026-06-20,4
nimbus,The sync spinner runs forever and then just stops without an error.,1,2026-05-14,0
fittrack,Years of training history locked in with no export button anywhere. Also background tracking eats power even when i am not exercising. Very frustrating.,2,2025-12-05,11
nimbus,I have taken to copying important notes into a plain text file as a backup.,1,2025-04-27,5
payflow,Clean app and the recipient management is well done.,5,2025-11-29,3
fittrack,"It takes four minutes to get a GPS lock, by which point I have started. Please fix this.",1,2025-06-06,9
fittrack,Workouts on my watch never make it into the phone app. Also the route map shows me running through buildings and across a river.,2,2025-11-21,39
fittrack,"Great app for keeping a streak going, the reminders work well.",5,2025-08-29,2
payflow,Money disappeared for six days before reappearing with no message.,2,2025-12-10,0
nimbus,Refund request has gone unanswered for two weeks. On top of that my notes stopped syncing between my laptop and my phone three days ago.,2,2026-04-11,0
nimbus,"Best note app I have used, genuinely fast to open.",4,2026-03-17,5
nimbus,Paying for a plan and still hitting a device limit is not acceptable. Nobody seems to be looking at it.,1,2025-05-11,1
fittrack,The training plans are genuinely well designed and easy to follow.,4,2025-05-24,2
payflow,The chat bot loops back to the same articles and there is no human option.,2,2025-04-23,0
fittrack,The training plans are genuinely well designed and easy to follow. Nobody seems to be looking at it.,5,2026-01-27,0
payflow,Much cheaper than my bank for international payments.,4,2026-05-09,0
payflow,Fees are not shown until after the transfer is authorised.,1,2026-03-19,1
nimbus,I was charged for a yearly plan straight after the trial with no reminder.,2,2025-10-17,0
payflow,Clean app and the recipient management is well done.,5,2025-06-18,21
fittrack,Been using it for two years and the history view is excellent. Genuinely considering switching.,4,2025-01-08,5
payflow,Stuck in an endless identity verification loop that never completes. On top of that i use my bank's own app now because at least the transfers complete. Please fix this.,1,2025-08-19,1
nimbus,Refund request has gone unanswered for two weeks. Happens on both my devices.,2,2026-05-27,11
fittrack,Years of training history locked in with no export button anywhere. On top of that the watch and the app disagree about how many steps i took today.,2,2025-12-04,0
nimbus,The sync spinner runs forever and then just stops without an error. Also search does not find text that i can see with my own eyes in a note.,1,2025-02-16,0
payflow,I compare against another provider before every transfer now. And then money disappeared for six days before reappearing with no message.,2,2026-05-18,0
payflow,The chat bot loops back to the same articles and there is no human option.,3,2026-01-02,0
fittrack,Interface is clear and logging a session takes seconds.,4,2025-04-03,2
nimbus,The app closed itself and my unsaved draft was simply gone.,2,2025-08-24,6
fittrack,"Tracking a one hour walk drains forty percent of my battery. But distance is wrong every single time, so i now carry a separate watch.",2,2025-12-15,0
fittrack,Interface is clear and logging a session takes seconds.,4,2025-03-28,0
payflow,"When it works the transfer arrives within minutes, which is impressive. This has been going on for months now.",5,2026-06-30,0
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded.",1,2025-12-06,7
fittrack,Workouts on my watch never make it into the phone app.,3,2025-09-11,0
fittrack,GPS drifts badly so a five kilometre run is logged as seven. Also i keep a power bank in my pocket now just to finish a long ride.,2,2026-02-04,0
nimbus,I know the word is in there but search returns nothing. Happens on both my devices.,1,2025-02-02,2
